City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Score,CLTV,Churn Label
0.6347517730496454,0.0,0.0,0.0,0.0,0.06944444444444445,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6158445440956652,0.5032159264931088,0.43157894736842106,0.30865021125194575,0
0.6196808510638298,0.0,1.0,0.0,0.0,0.041666666666666664,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.682112605879422,0.28024502297090353,0.6842105263157894,0.346453191016233,1
0.2703900709219858,0.0,0.0,1.0,0.0,0.041666666666666664,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.565520677628301,0.27197549770290963,0.7684210526315789,0.059372915276851235,1
0.19414893617021275,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.6193323368211261,0.6258805513016845,0.4947368421052632,0.4794307315988437,0
0.7677304964539007,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8021923268560041,0.03552833078101072,0.6947368421052631,0.7907493884812096,1
0.8705673758865248,0.0,0.0,1.0,0.0,0.9027777777777777,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.009466865969108146,0.0891271056661562,0.6947368421052631,0.6833444518567933,0
0.74822695035461,1.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.6666666666666666,0.0059790732436472704,0.46186830015313934,0.35789473684210527,0.7507227040249054,0
0.2969858156028369,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.45540607872446437,0.6539050535987748,0.21052631578947367,0.1781187458305537,0
0.20656028368794327,1.0,0.0,0.0,0.0,0.4305555555555555,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.020428500249128068,0.7875957120980092,0.3157894736842105,0.13231042917500552,0
0.62677304964539,0.0,0.0,0.0,0.0,0.9166666666666666,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.06726457399103139,0.18039816232771821,0.5894736842105264,0.9201690015565931,0
0.6710992907801419,1.0,0.0,0.0,0.0,0.013888888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.020428500249128068,0.2473200612557427,0.7894736842105263,0.0402490549255059,0
0.8067375886524822,1.0,0.0,0.0,0.0,0.3055555555555555,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.011958146487294513,0.5516079632465544,0.3368421052631579,0.044474093840338014,0
0.7606382978723404,0.0,0.0,0.0,0.0,0.9444444444444444,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.020926756352765336,0.12036753445635529,0.6631578947368422,0.48877029130531463,0
0.7668439716312057,0.0,0.0,1.0,1.0,0.2638888888888889,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3109118086696563,0.9911179173047473,0.23157894736842105,0.829886591060707,0
0.047872340425531915,0.0,0.0,1.0,1.0,0.041666666666666664,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.012456402590931753,0.7523736600306279,0.2736842105263158,0.6537691794529685,0
0.4982269503546099,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6661684105630294,0.7614088820826952,0.4947368421052632,0.9499666444296198,0
0.4982269503546099,0.0,0.0,0.0,0.0,0.013888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.3612356751370205,0.6874425727411945,0.7263157894736842,0.8625750500333556,0
0.7810283687943262,0.0,0.0,0.0,0.0,0.013888888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,0.013951170901843585,0.22817764165390506,0.17894736842105263,0.250389148321103,0
0.020390070921985814,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.8814150473343297,0.896937212863706,0.5578947368421052,0.6148543473426729,0
0.9698581560283688,0.0,0.0,0.0,0.0,0.3611111111111111,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5092177379172895,0.20643185298621744,0.5263157894736843,0.4142761841227485,0
0.7783687943262411,0.0,0.0,0.0,0.0,0.041666666666666664,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.32137518684603894,0.14150076569678408,0.7473684210526315,0.19412941961307534,1
0.6861702127659575,0.0,0.0,1.0,1.0,0.986111111111111,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7125062282012956,0.7846860643185298,0.5157894736842106,0.8521236379808761,0
0.030141843971631204,0.0,0.0,0.0,0.0,0.5972222222222222,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.30543099152964626,0.260490045941807,0.9157894736842105,0.4538581276406493,1
0.06560283687943262,1.0,0.0,0.0,0.0,0.20833333333333331,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.013951170901843585,0.4044410413476263,0.2421052631578947,0.8338892595063374,0
0.2695035460992908,0.0,0.0,0.0,0.0,0.3194444444444444,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.06377678126557054,0.7684532924961714,0.43157894736842106,0.5334667556148542,0
0.10638297872340426,1.0,0.0,0.0,1.0,0.013888888888888888,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32087693074240164,0.6479326186830016,0.8105263157894738,0.3722481654436291,1
0.6950354609929078,0.0,0.0,1.0,1.0,0.8194444444444444,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.8744394618834083,0.7767228177641654,0.4842105263157895,0.6877918612408271,0
0.6214539007092198,0.0,0.0,1.0,1.0,0.986111111111111,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9028400597907326,0.8961715160796324,0.3157894736842105,0.48943740271291974,0
0.6560283687943262,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5206776283009468,0.4701378254211332,0.6947368421052631,0.7827440515899489,0
0.7703900709219857,0.0,0.0,1.0,0.0,0.3472222222222222,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8624813153961136,0.34027565084226646,0.6421052631578947,0.3644651990215699,1
0.0797872340425532,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.06975585450921776,0.20765696784073506,0.4842105263157895,0.9201690015565931,0
0.21099290780141844,0.0,0.0,1.0,0.0,0.9722222222222222,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9546586945690086,0.9007656967840735,0.7157894736842105,0.8770291305314653,1
0.8705673758865248,0.0,0.0,0.0,0.0,0.027777777777777776,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.020428500249128068,0.4508422664624808,0.35789473684210527,0.4876584389593062,0
0.4982269503546099,0.0,0.0,1.0,1.0,0.6388888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.009965122072745414,0.9894333843797856,0.7578947368421052,0.5841672225928396,0
0.31382978723404253,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4190333831589438,0.12465543644716692,0.5368421052631578,0.6875694907716254,0
0.399822695035461,0.0,1.0,1.0,0.0,0.6944444444444444,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6940707523667166,0.5678407350689126,0.8631578947368421,0.8472314876584388,1
0.7021276595744681,0.0,1.0,1.0,0.0,0.5972222222222222,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.8883906327852517,0.5911179173047473,0.9263157894736842,0.5381365354680898,1
0.9973404255319148,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6033881415047335,0.7246554364471669,0.7473684210526315,0.6775628196575494,0
0.47429078014184395,0.0,0.0,1.0,0.0,0.125,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5714997508719483,0.8021439509954058,0.9578947368421054,0.6897931954636423,1
0.6542553191489362,0.0,0.0,1.0,0.0,0.8055555555555555,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.4668659691081216,0.4978560490045942,0.6210526315789473,0.8692461641094062,0
